# full_id,pdb_id,assembly_id,multimericity,auth_chain_id,asym_chain_id,seq_database,seq_database_accession
1F5M-1,1F5M,1,2,A_B,A_B,UniProt,P36088
1F5V-1,1F5V,1,2,A_B,A_B,UniProt,P17117
1F8R-1,1F8R,1,2,A_B_C_D,A_B_C_D,UniProt,P81382
1F8R-2,1F8R,2,2,A_B_C_D,A_B_C_D,UniProt,P81382
1F8S-4,1F8S,4,2,A_B_C_D_E_F_G_H,A_B_C_D_E_F_G_H,UniProt,P81382
1FBS-1,1FBS,1,2,A_B,A_B,UniProt,P22121
1FBT-1,1FBT,1,2,A_B,A_B,UniProt,P07953
1FC4-1,1FC4,1,2,A_B,A_B,UniProt,P0AB77
1FCG-1,1FCG,1,2,A,A,UniProt,P12318
1FCJ-1,1FCJ,1,2,A_B_C_D,A_B_C_D,UniProt,P0A1E3
1FDS-1,1FDS,1,2,A,A,UniProt,P14061
1FEE-1,1FEE,1,2,A_B,A_B,UniProt,O00244
1FF4-2,1FF4,2,2,A,A,UniProt,P18328
1FF9-1,1FF9,1,2,A,A,UniProt,Q9P4R4
1FJ2-3,1FJ2,3,2,A_B,A_B,UniProt,O75608
1FKD-1,1FKD,1,2,A,A,UniProt,P62942
1FKF-1,1FKF,1,2,A,A,UniProt,P62942
1FLM-1,1FLM,1,2,A_B,A_B,UniProt,Q46604
1FN0-3,1FN0,3,2,A,A,UniProt,P10822
1FOF-1,1FOF,1,2,A_B,A_B,UniProt,P14489
1FON-1,1FON,1,2,A_B,A_B,UniProt,P05805
1FP3-1,1FP3,1,2,A_B,A_B,UniProt,P17560
1FPO-7,1FPO,7,2,A_B_C,A_B_C,UniProt,P0A6L9
1FTM-5,1FTM,5,2,A_B_C,A_B_C,UniProt,P19491
1FWX-1,1FWX,1,2,A_B_C_D,A_B_C_D,UniProt,Q51705
1FWX-2,1FWX,2,2,A_B_C_D,A_B_C_D,UniProt,Q51705
1FXD-1,1FXD,1,2,A,A,UniProt,P00209
1FYF-1,1FYF,1,2,A_B,A_B,UniProt,P0A8M3
1FZV-1,1FZV,1,2,A_B,A_B,UniProt,P49763
1G29-1,1G29,1,2,1_2,A_B,UniProt,Q9YGA6
1G29-3,1G29,3,2,1_2,A_B,UniProt,Q9YGA6
1G2W-1,1G2W,1,2,A_B,A_B,UniProt,P19938
1G2Y-2,1G2Y,2,2,A_B_C_D,A_B_C_D,UniProt,P22361
1G39-1,1G39,1,2,A_B_C_D,A_B_C_D,UniProt,P22361
1G60-1,1G60,1,2,A_B,A_B,UniProt,P23192
1G6K-2,1G6K,2,2,A_B_E_F,A_B_C_D,UniProt,P40288
1G85-1,1G85,1,2,A_B,A_B,UniProt,P07435
1G8Q-1,1G8Q,1,2,A_B,A_B,UniProt,P60033
1GD7-2,1GD7,2,2,A_B_C_D,A_B_C_D,UniProt,Q9AQH8
1GDE-1,1GDE,1,2,A_B,A_B,UniProt,O59096
1GES-1,1GES,1,2,A_B,A_B,UniProt,P06715
1GET-1,1GET,1,2,A_B,A_B,UniProt,P06715
1GKH-1,1GKH,1,2,A,A,UniProt,P69543
1GNX-1,1GNX,1,2,A_B,A_B,UniProt,Q59976
1GO8-1,1GO8,1,2,P,A,UniProt,P16317
1GPF-1,1GPF,1,2,A_B,A_B,UniProt,Q54276
1GQA-1,1GQA,1,2,A_D,A_B,UniProt,P00148
1GQG-2,1GQG,2,2,A_B_C_D,A_B_C_D,UniProt,Q7SIC2
1GT1-1,1GT1,1,2,A_B,A_B,UniProt,P07435
1GT3-1,1GT3,1,2,A_B,A_B,UniProt,P07435
1GT9-1,1GT9,1,2,1_2,A_B,UniProt,Q8RR56
1GTO-2,1GTO,2,2,A_B_C,A_B_C,UniProt,P03051
1GTV-2,1GTV,2,2,A_B,A_B,UniProt,P9WKE1
1GV3-1,1GV3,1,2,A_B,A_B,UniProt,Q8Z0M1
1GVJ-1,1GVJ,1,2,A_B,A_B,UniProt,P14921
1GZ9-1,1GZ9,1,2,A,A,UniProt,P83410
1GZC-1,1GZC,1,2,A,A,UniProt,P83410
1H1M-2,1H1M,2,2,A_B_C_D,A_B_C_D,UniProt,Q7SIC2
1H4F-1,1H4F,1,2,A_B_C_D,A_B_C_D,UniProt,P0A953
1H65-2,1H65,2,2,A_B_C,A_B_C,UniProt,Q41009
1H69-1,1H69,1,2,A_B_C_D,A_B_C_D,UniProt,P15559
1H69-2,1H69,2,2,A_B_C_D,A_B_C_D,UniProt,P15559
1H6U-1,1H6U,1,2,A,A,UniProt,Q9ZEY1
1H83-2,1H83,2,2,A_B_C,A_B_C,UniProt,O64411
1H8Y-1,1H8Y,1,2,A_B,A_B,UniProt,Q51400
1H99-1,1H99,1,2,A,A,UniProt,P39805
1HF8-1,1HF8,1,2,A,A,UniProt,O55012
1HFA-1,1HFA,1,2,A,A,UniProt,O55012
1HG2-1,1HG2,1,2,A,A,UniProt,O55012
1HL5-1,1HL5,1,2,A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_S,A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R,UniProt,P00441
1HL5-3,1HL5,3,2,A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_S,A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R,UniProt,P00441
1HL5-4,1HL5,4,2,A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_S,A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R,UniProt,P00441
1HL5-5,1HL5,5,2,A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_S,A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R,UniProt,P00441
1HL5-8,1HL5,8,2,A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_S,A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R,UniProt,P00441
1HNH-1,1HNH,1,2,A,A,UniProt,P0A6R0
1HOZ-1,1HOZ,1,2,A_B,A_B,UniProt,Q9GPQ4
1HRN-1,1HRN,1,2,A_B,A_B,UniProt,P00797
1HSG-1,1HSG,1,2,A_B,A_B,UniProt,P03367
1HSH-2,1HSH,2,2,A_B_C_D,A_B_C_D,UniProt,P04584
1HT9-1,1HT9,1,2,A_B,A_B,UniProt,P02633
1HVK-1,1HVK,1,2,A_B,A_B,UniProt,P03366
1HVY-2,1HVY,2,2,A_B_C_D,A_B_C_D,UniProt,P04818
1HW3-1,1HW3,1,2,A,A,UniProt,P04818
1HY3-1,1HY3,1,2,A_B,A_B,UniProt,P49888
1HZ5-3,1HZ5,3,2,A_B,A_B,UniProt,Q51912
1HZC-1,1HZC,1,2,A_B,A_B,UniProt,P41016
1I0L-1,1I0L,1,2,A_B,A_B,UniProt,Q4DRC4
1I12-1,1I12,1,2,A_B_C_D,A_B_C_D,UniProt,P43577
1I1D-2,1I1D,2,2,A_B_C_D,A_B_C_D,UniProt,P43577
1I3L-1,1I3L,1,2,A_B,A_B,UniProt,Q14376
1I3M-1,1I3M,1,2,A_B,A_B,UniProt,Q14376
1I3N-1,1I3N,1,2,A_B,A_B,UniProt,Q14376
1I52-1,1I52,1,2,A,A,UniProt,Q46893
1I59-1,1I59,1,2,A_B,A_B,UniProt,Q56310
1I5R-1,1I5R,1,2,A,A,UniProt,P14061
1I6K-1,1I6K,1,2,A,A,UniProt,P00953
1I89-1,1I89,1,2,A_B,A_B,UniProt,P30074
1I8B-1,1I8B,1,2,A_B,A_B,UniProt,P30074
1IAG-1,1IAG,1,2,A,A,UniProt,P34179
1IBD-1,1IBD,1,2,A,A,UniProt,P00446
1ICR-1,1ICR,1,2,A_B,A_B,UniProt,P38489
1IDA-1,1IDA,1,2,A_B,A_B,UniProt,P04584
1IDR-1,1IDR,1,2,A_B,A_B,UniProt,P9WN25
1IDT-1,1IDT,1,2,A_B,A_B,UniProt,P38489
1IEG-1,1IEG,1,2,A_B,A_B,UniProt,P16753
1IF2-1,1IF2,1,2,A,A,UniProt,P48499
1IG0-1,1IG0,1,2,A_B,A_B,UniProt,P35202
1IG3-1,1IG3,1,2,A_B,A_B,UniProt,Q9R0M5
1IHB-1,1IHB,1,2,A_B,A_B,UniProt,P42773
1IJN-2,1IJN,2,2,A_B,A_B,UniProt,P02766
1IJX-1,1IJX,1,2,A_B_C_D_E_F,A_B_C_D_E_F,UniProt,P97401
1INI-1,1INI,1,2,A,A,UniProt,Q46893
1IQB-1,1IQB,1,2,A_B,A_B,UniProt,P11218
1IRB-1,1IRB,1,2,A,A,UniProt,P00593
1IS4-1,1IS4,1,2,A,A,UniProt,Q9YIC2
1IS6-1,1IS6,1,2,A,A,UniProt,Q9YIC2
1ISB-1,1ISB,1,2,A_B,A_B,UniProt,P0AGD3
1ISO-1,1ISO,1,2,A,A,UniProt,P08200
1IX2-1,1IX2,1,2,A_B,A_B,UniProt,Q47454
1IZH-1,1IZH,1,2,A_B,A_B,UniProt,Q90EB9
1J0H-1,1J0H,1,2,A_B,A_B,UniProt,P38940
1J25-1,1J25,1,2,A,A,UniProt,Q8TZH8
1J31-1,1J31,1,2,A_B_C_D,A_B_C_D,UniProt,O58376
1J31-2,1J31,2,2,A_B_C_D,A_B_C_D,UniProt,O58376
1J33-1,1J33,1,2,A,A,UniProt,Q7SIC7
1J3M-1,1J3M,1,2,A_B,A_B,UniProt,Q84BQ8
1J3N-1,1J3N,1,2,A_B,A_B,UniProt,Q5SL80
1J3Q-1,1J3Q,1,2,A_B,A_B,UniProt,P84140
1J79-1,1J79,1,2,A_B,A_B,UniProt,P05020
1J8B-1,1J8B,1,2,A,A,UniProt,P44711
1J8T-1,1J8T,1,2,A,A,UniProt,P00439
1J9B-3,1J9B,3,2,A,A,UniProt,P08692
1J9J-1,1J9J,1,2,A_B,A_B,UniProt,P96112
1J9J-3,1J9J,3,2,A_B,A_B,UniProt,P96112
1JCZ-1,1JCZ,1,2,A_B,A_B,UniProt,O43570
1JDF-1,1JDF,1,2,A_B_C_D,A_B_C_D,UniProt,P0AES2
1JDF-2,1JDF,2,2,A_B_C_D,A_B_C_D,UniProt,P0AES2
1JGT-1,1JGT,1,2,A_B,A_B,UniProt,P0DJQ7
1JHF-1,1JHF,1,2,A_B,A_B,UniProt,P0A7C2
1JHV-1,1JHV,1,2,A,A,UniProt,Q05603
1JIQ-1,1JIQ,1,2,A_B_C_D,A_B_C_D,UniProt,P06744
1JJE-3,1JJE,3,2,A_B,A_B,UniProt,Q79MP6
1JJT-3,1JJT,3,2,A_B,A_B,UniProt,Q79MP6
1JK3-3,1JK3,3,2,A,A,UniProt,P39900
1JKX-1,1JKX,1,2,A_B_C_D,A_B_C_D,UniProt,P08179
1JLV-2,1JLV,2,2,A_B_C_D_E_F,A_B_C_D_E_F,UniProt,Q7KIF2
1JPR-1,1JPR,1,2,A_B,A_B,UniProt,P69924
1JRA-1,1JRA,1,2,A_B_C_D,A_B_C_D,UniProt,Q12284
1JRA-2,1JRA,2,2,A_B_C_D,A_B_C_D,UniProt,Q12284
1JU9-1,1JU9,1,2,A_B,A_B,UniProt,P00327
1JUE-1,1JUE,1,2,A_B,A_B,UniProt,A2RJT9
1JUH-2,1JUH,2,2,A_B_C_D,A_B_C_D,UniProt,Q7SIC2
1JZL-1,1JZL,1,2,A_B,A_B,UniProt,P02213
1JZO-1,1JZO,1,2,A_B,A_B,UniProt,P0AEG6
1JZT-3,1JZT,3,2,A_B,A_B,UniProt,P40165
1K0I-2,1K0I,2,2,A,A,UniProt,P20586
1K0L-1,1K0L,1,2,A,A,UniProt,P20586
1K0L-2,1K0L,2,2,A,A,UniProt,P20586
1K38-1,1K38,1,2,A_B,A_B,UniProt,P0A1V8
1K3O-1,1K3O,1,2,A_B,A_B,UniProt,P08263
1K3S-1,1K3S,1,2,A_B,A_B,UniProt,A0A0F6AZQ4
1K4E-1,1K4E,1,2,A_B,A_B,UniProt,P14489
1K4F-1,1K4F,1,2,A_B,A_B,UniProt,P14489
1K4H-1,1K4H,1,2,A,A,UniProt,P28720
1K4P-1,1K4P,1,2,A,A,UniProt,Q8TG90
1K51-1,1K51,1,2,A,A,UniProt,Q51912
1K68-1,1K68,1,2,A_B,A_B,UniProt,Q8RTN0
1K6V-1,1K6V,1,2,A_B,A_B,UniProt,P35963
1K6Z-1,1K6Z,1,2,A_B,A_B,UniProt,P31491
1K75-1,1K75,1,2,A_B,A_B,UniProt,P06988
1K8U-1,1K8U,1,2,A,A,UniProt,P06703
1K95-2,1K95,2,2,A,A,UniProt,P28676
1K96-1,1K96,1,2,A,A,UniProt,P06703
1K9K-1,1K9K,1,2,A_B,A_B,UniProt,P06703
1K9T-1,1K9T,1,2,A,A,UniProt,P07254
1KCZ-1,1KCZ,1,2,A_B,A_B,UniProt,Q05514
1KET-1,1KET,1,2,A_B,A_B,UniProt,P95780
1KEW-1,1KEW,1,2,A_B,A_B,UniProt,P26391
1KGP-1,1KGP,1,2,A_B_C_D,A_B_C_D,UniProt,O69274
1KH5-1,1KH5,1,2,A_B,A_B,UniProt,P00634
1KHD-1,1KHD,1,2,A_B_C_D,A_B_C_D,UniProt,Q8VP84
1KIE-1,1KIE,1,2,A_B,A_B,UniProt,Q9GPQ4
1KJJ-1,1KJJ,1,2,A_B,A_B,UniProt,P33221
1KKO-1,1KKO,1,2,A_B,A_B,UniProt,O66145
1KL9-2,1KL9,2,2,A,A,UniProt,P05198
1KL9-3,1KL9,3,2,A,A,UniProt,P05198
1KLL-1,1KLL,1,2,A,A,UniProt,O05205
1KLY-2,1KLY,2,2,A,A,UniProt,O26232
1KLZ-2,1KLZ,2,2,A,A,UniProt,O26232
1KM0-2,1KM0,2,2,A_B_C_D,A_B_C_D,UniProt,O26232
1KM2-2,1KM2,2,2,A,A,UniProt,O26232
1KM3-2,1KM3,2,2,A,A,UniProt,O26232
1KM4-2,1KM4,2,2,A,A,UniProt,O26232
1KM6-1,1KM6,1,2,A,A,UniProt,O26232
1KM6-2,1KM6,2,2,A,A,UniProt,O26232
1KMZ-1,1KMZ,1,2,A,A,UniProt,O05205
1KOP-1,1KOP,1,2,A_B,A_B,UniProt,Q50940
1KOQ-1,1KOQ,1,2,A_B,A_B,UniProt,Q50940
1KPT-1,1KPT,1,2,A_B,A_B,UniProt,Q90121
1KQD-1,1KQD,1,2,A_B_C_D,A_B_C_D,UniProt,Q01234
1KT8-1,1KT8,1,2,A_B,A_B,UniProt,O15382
1KTB-1,1KTB,1,2,A,A,UniProt,Q90744
1KV0-1,1KV0,1,2,A_B,A_B,UniProt,P59854
1KVO-1,1KVO,1,2,A_B_C_D_E_F,A_B_C_D_E_F,UniProt,P14555
1KVO-3,1KVO,3,2,A_B_C_D_E_F,A_B_C_D_E_F,UniProt,P14555
1KZA-1,1KZA,1,2,1_2,A_B,UniProt,P08661
1KZB-1,1KZB,1,2,1_2,A_B,UniProt,P08661
1KZD-1,1KZD,1,2,1_2,A_B,UniProt,P08661
1L1Q-1,1L1Q,1,2,A,A,UniProt,Q967M2
1L2T-1,1L2T,1,2,A_B,A_B,UniProt,Q58206
1L5B-1,1L5B,1,2,A_B,A_B,UniProt,P81180
1L5F-1,1L5F,1,2,A,A,UniProt,Q05603
1L5K-1,1L5K,1,2,A,A,UniProt,Q05603
1L5L-1,1L5L,1,2,A,A,UniProt,Q05603
1L7E-2,1L7E,2,2,A_B_C_D,A_B_C_D,UniProt,Q2RSB2
1L7J-1,1L7J,1,2,A_B,A_B,UniProt,Q9ZB17
1LBK-1,1LBK,1,2,A_B,A_B,UniProt,P09211
1LBV-1,1LBV,1,2,A_B,A_B,UniProt,O30298
1LEC-1,1LEC,1,2,A,A,UniProt,P24146
1LEE-2,1LEE,2,2,A,A,UniProt,P46925
1LFA-1,1LFA,1,2,A_B,A_B,UniProt,P20701
1LGV-1,1LGV,1,2,A_B,A_B,UniProt,Q6PJG0
1LHN-1,1LHN,1,2,A,A,UniProt,P04278
1LHO-1,1LHO,1,2,A,A,UniProt,P04278
1LIE-1,1LIE,1,2,A,A,UniProt,P04117
1LK9-1,1LK9,1,2,A_B,A_B,UniProt,Q01594
1LKM-1,1LKM,1,2,A,A,UniProt,P24931
1LKP-1,1LKP,1,2,A,A,UniProt,P24931
1LL2-1,1LL2,1,2,A,A,UniProt,P13280
1LOM-1,1LOM,1,2,A,A,UniProt,P81180
1LQP-1,1LQP,1,2,A_B,A_B,UniProt,Q9I4K6
1LR5-2,1LR5,2,2,A_B_C_D,A_B_C_D,UniProt,P13689
1LRH-1,1LRH,1,2,A_B_C_D,A_B_C_D,UniProt,P13689
1LRK-1,1LRK,1,2,A,A,UniProt,P09147
1LRL-1,1LRL,1,2,A,A,UniProt,P09147
1LVO-2,1LVO,2,2,A_B_C_D_E_F,A_B_C_D_E_F,UniProt,P0C6Y5
1LYX-1,1LYX,1,2,A,A,UniProt,Q07412
1LZI-2,1LZI,2,2,A,A,UniProt,P16442
1LZX-1,1LZX,1,2,A_B,A_B,UniProt,P29476
1M0D-2,1M0D,2,2,A_B_C_D,A_B_C_D,UniProt,P00641
1M1F-1,1M1F,1,2,A_B,A_B,UniProt,P13976
1M1G-6,1M1G,6,2,A_B_C_D,A_B_C_D,UniProt,O67757
1M2B-1,1M2B,1,2,A_B,A_B,UniProt,O66511
1M44-1,1M44,1,2,A_B,A_B,UniProt,P9WQG9
1M4J-1,1M4J,1,2,A_B,A_B,UniProt,Q91YR1
1M4R-1,1M4R,1,2,A_B,A_B,UniProt,Q9GZX6
1M5F-1,1M5F,1,2,A_B_C,A_B_C,UniProt,P19491
1M6D-1,1M6D,1,2,A_B,A_B,UniProt,Q9UBX1
1M6H-1,1M6H,1,2,A_B,A_B,UniProt,P11766
1M9M-1,1M9M,1,2,A_B,A_B,UniProt,P29474
1MH9-1,1MH9,1,2,A,A,UniProt,Q9NPB1
1MM7-2,1MM7,2,2,A_B_C,A_B_C,UniProt,P19491
1MMW-1,1MMW,1,2,A_B,A_B,UniProt,P29476
1MMY-1,1MMY,1,2,A_B,A_B,UniProt,Q9ZB17
1MOP-2,1MOP,2,2,A_B,A_B,UniProt,P9WIL5
1MOR-1,1MOR,1,2,A,A,UniProt,P17169
1MQD-3,1MQD,3,2,A_B_C_D,A_B_C_D,UniProt,P19491
1MQE-1,1MQE,1,2,A,A,UniProt,O33199
1MQJ-1,1MQJ,1,2,A,A,UniProt,P19491
1MSM-1,1MSM,1,2,A_B,A_B,UniProt,P03367
1MSV-1,1MSV,1,2,A_B,A_B,UniProt,P17707
1MUN-1,1MUN,1,2,A,A,UniProt,P17802
1MVO-1,1MVO,1,2,A,A,UniProt,P13792
1MX3-2,1MX3,2,2,A,A,UniProt,Q13363
1MXI-1,1MXI,1,2,A,A,UniProt,P44868
1MXV-2,1MXV,2,2,A_B_C,A_B_C,UniProt,P19491
1MY0-1,1MY0,1,2,A_B_C,A_B_C,UniProt,P19491
1MY2-1,1MY2,1,2,A_B_C,A_B_C,UniProt,P19491
1MY2-2,1MY2,2,2,A_B_C,A_B_C,UniProt,P19491
1MY3-1,1MY3,1,2,A_B_C,A_B_C,UniProt,P19491
1MY6-1,1MY6,1,2,A_B,A_B,UniProt,Q8DIR2
1MY7-1,1MY7,1,2,A_B,A_B,UniProt,Q04207
